"Date","Qobs"
2010-04-16,3.25
2010-04-17,3.95
2010-04-18,3.24
2010-04-19,3
2010-04-20,2.89
2010-04-21,2.8
2010-04-22,2.83
2010-04-23,2.77
2010-04-24,2.57
2010-04-25,2.75
2010-04-26,2.67
2010-04-27,2.83
2010-04-28,2.51
2010-04-29,2.35
2010-04-30,2.25
2010-05-01,2.2
2010-05-02,2.15
2010-05-03,2.81
2010-05-04,2.22
2010-05-05,2.02
2010-05-06,1.94
2010-05-07,1.82
2010-05-08,2.77
2010-05-09,2.07
2010-05-10,1.81
2010-05-11,1.74
2010-05-12,1.75
2010-05-13,1.68
2010-05-14,1.8
2010-05-15,1.65
2010-05-16,1.55
2010-05-17,1.47
2010-05-18,2.4
2010-05-19,4.4
2010-05-20,2.14
2010-05-21,1.78
2010-05-22,1.66
2010-05-23,1.61
2010-05-24,1.52
2010-05-25,1.45
2010-05-26,1.36
2010-05-27,1.44
2010-05-28,1.34
2010-05-29,1.61
2010-05-30,1.56
2010-05-31,1.29
2010-06-01,1.26
2010-06-02,1.17
2010-06-03,1.24
2010-06-04,1.39
2010-06-05,1.18
2010-06-06,1.12
2010-06-07,0.99
2010-06-08,0.94
2010-06-09,1.01
2010-06-10,1.29
2010-06-11,1.29
2010-06-12,1.12
2010-06-13,2.88
2010-06-14,1.4
2010-06-15,1.11
2010-06-16,1
2010-06-17,1.02
2010-06-18,0.93
2010-06-19,0.85
2010-06-20,0.85
2010-06-21,0.8
2010-06-22,0.75
2010-06-23,1.1
2010-06-24,0.81
2010-06-25,0.71
2010-06-26,0.67
2010-06-27,0.66
2010-06-28,0.69
2010-06-29,0.66
2010-06-30,0.58
2010-07-01,0.55
2010-07-02,0.53
2010-07-03,0.51
2010-07-04,0.49
2010-07-05,0.47
2010-07-06,0.44
2010-07-07,0.43
2010-07-08,0.41
2010-07-09,0.41
2010-07-10,1.3
2010-07-11,0.82
2010-07-12,0.57
2010-07-13,0.53
2010-07-14,1.02
2010-07-15,0.86
2010-07-16,0.67
2010-07-17,0.56
2010-07-18,0.46
2010-07-19,0.64
2010-07-20,0.57
2010-07-21,0.64
2010-07-22,0.63
2010-07-23,0.81
2010-07-24,1.3
2010-07-25,0.86
2010-07-26,0.58
2010-07-27,0.49
2010-07-28,0.41
2010-07-29,0.41
2010-07-30,0.36
2010-07-31,0.33
2010-08-01,0.31
2010-08-02,0.31
2010-08-03,0.3
2010-08-04,0.31
2010-08-05,0.38
2010-08-06,0.37
2010-08-07,0.28
2010-08-08,0.27
2010-08-09,0.27
2010-08-10,0.28
2010-08-11,0.25
2010-08-12,0.24
2010-08-13,0.23
2010-08-14,0.21
2010-08-15,0.22
2010-08-16,0.3
2010-08-17,0.27
2010-08-18,0.24
2010-08-19,0.22
2010-08-20,0.2
2010-08-21,0.19
2010-08-22,1.56
2010-08-23,1.65
2010-08-24,1.04
2010-08-25,1.25
2010-08-26,0.68
2010-08-27,0.49
2010-08-28,0.41
2010-08-29,0.37
2010-08-30,0.34
2010-08-31,0.32
2010-09-01,0.3
2010-09-02,0.28
2010-09-03,0.61
2010-09-04,0.64
2010-09-05,0.39
2010-09-06,0.34
2010-09-07,0.32
2010-09-08,0.33
2010-09-09,0.3
2010-09-10,0.29
2010-09-11,0.28
2010-09-12,0.29
2010-09-13,0.32
2010-09-14,0.29
2010-09-15,0.24
2010-09-16,0.3
2010-09-17,0.59
2010-09-18,0.37
2010-09-19,0.33
2010-09-20,0.29
2010-09-21,0.26
2010-09-22,0.26
2010-09-23,0.26
2010-09-24,0.26
2010-09-25,0.27
2010-09-26,0.25
2010-09-27,0.3
2010-09-28,1.15
2010-09-29,0.73
2010-09-30,0.47
2010-10-01,0.73
2010-10-02,0.76
2010-10-03,0.46
2010-10-04,0.51
2010-10-05,0.5
2010-10-06,1.9
2010-10-07,1.02
2010-10-08,0.64
2010-10-09,0.53
2010-10-10,0.48
2010-10-11,0.45
2010-10-12,0.45
2010-10-13,0.43
2010-10-14,0.43
2010-10-15,1.37
2010-10-16,0.67
2010-10-17,0.56
2010-10-18,0.51
2010-10-19,0.49
2010-10-20,0.49
2010-10-21,0.49
2010-10-22,0.49
2010-10-23,0.45
2010-10-24,0.45
2010-10-25,0.47
2010-10-26,0.49
2010-10-27,0.57
2010-10-28,0.52
2010-10-29,0.46
2010-10-30,0.45
2010-10-31,0.45
2010-11-01,0.42
2010-11-02,0.41
2010-11-03,0.43
2010-11-04,0.77
2010-11-05,1.15
2010-11-06,0.69
2010-11-07,0.57
2010-11-08,1.04
2010-11-09,1.18
2010-11-10,0.75
2010-11-11,0.62
2010-11-12,0.58
2010-11-13,0.54
2010-11-14,0.53
2010-11-15,0.53
2010-11-16,0.53
2010-11-17,2.85
2010-11-18,1.03
2010-11-19,0.82
2010-11-20,0.76
2010-11-21,0.71
2010-11-22,0.7
2010-11-23,0.72
2010-11-24,0.65
2010-11-25,0.63
2010-11-26,0.73
2010-11-27,0.67
2010-11-28,0.62
2010-11-29,0.62
2010-11-30,0.62
2010-12-01,1.3
2010-12-02,1.45
2010-12-03,0.88
2010-12-04,0.79
2010-12-05,0.73
2010-12-06,0.72
2010-12-07,0.67
2010-12-08,0.66
2010-12-09,0.63
2010-12-10,0.62
2010-12-11,0.67
2010-12-12,4.44
2010-12-13,5.42
2010-12-14,1.85
2010-12-15,1.54
2010-12-16,1.42
2010-12-17,1.32
2010-12-18,1.3
2010-12-19,1.28
2010-12-20,1.27
2010-12-21,1.25
2010-12-22,1.23
2010-12-23,1.2
2010-12-24,1.14
2010-12-25,1.07
2010-12-26,1.07
2010-12-27,1.15
2010-12-28,1.06
2010-12-29,1.06
2010-12-30,1.01
2010-12-31,1.02
2011-01-01,1.17
2011-01-02,1.75
2011-01-03,1.57
2011-01-04,1.2
2011-01-05,1.11
2011-01-06,1.01
2011-01-07,0.97
2011-01-08,1
2011-01-09,0.99
2011-01-10,0.94
2011-01-11,0.92
2011-01-12,0.92
2011-01-13,1
2011-01-14,0.92
2011-01-15,0.91
2011-01-16,0.9
2011-01-17,0.87
2011-01-18,1.33
2011-01-19,1.72
2011-01-20,1.31
2011-01-21,1.17
2011-01-22,1.06
2011-01-23,1.01
2011-01-24,1.01
2011-01-25,0.98
2011-01-26,0.95
2011-01-27,1
2011-01-28,0.94
2011-01-29,0.94
2011-01-30,0.94
2011-01-31,0.88
2011-02-01,0.9
2011-02-02,1.18
2011-02-03,1.07
2011-02-04,0.94
2011-02-05,1.07
2011-02-06,1.82
2011-02-07,1.3
2011-02-08,1.56
2011-02-09,1.27
2011-02-10,1.16
2011-02-11,1.06
2011-02-12,1.03
2011-02-13,1.01
2011-02-14,1.22
2011-02-15,1.26
2011-02-16,1.07
2011-02-17,1.17
2011-02-18,1.74
2011-02-19,1.7
2011-02-20,1.26
2011-02-21,1.24
2011-02-22,1.16
2011-02-23,1.12
2011-02-24,1.1
2011-02-25,4.51
2011-02-26,2.61
2011-02-27,1.94
2011-02-28,2.89
2011-03-01,2.59
2011-03-02,2.23
2011-03-03,2.02
2011-03-04,1.84
2011-03-05,2.16
2011-03-06,3.97
2011-03-07,7.47
2011-03-08,3.34
2011-03-09,2.95
2011-03-10,2.87
2011-03-11,4.4
2011-03-12,3.13
2011-03-13,2.69
2011-03-14,2.47
2011-03-15,2.31
2011-03-16,3.2
2011-03-17,2.64
2011-03-18,2.33
2011-03-19,2.14
2011-03-20,2.02
2011-03-21,2.22
2011-03-22,2.25
2011-03-23,2
2011-03-24,1.95
2011-03-25,1.83
2011-03-26,1.74
2011-03-27,1.69
2011-03-28,1.63
2011-03-29,1.59
2011-03-30,1.57
2011-03-31,1.61
2011-04-01,2.57
2011-04-02,1.95
2011-04-03,1.64
2011-04-04,1.67
2011-04-05,1.76
2011-04-06,1.59
2011-04-07,1.48
2011-04-08,1.44
2011-04-09,1.41
2011-04-10,1.38
2011-04-11,1.41
2011-04-12,1.47
2011-04-13,3.64
2011-04-14,2.13
2011-04-15,1.65
2011-04-16,1.64
2011-04-17,7.02
2011-04-18,2.61
2011-04-19,2.33
2011-04-20,2.27
2011-04-21,2.11
2011-04-22,1.99
2011-04-23,2.93
2011-04-24,2.47
2011-04-25,2.1
2011-04-26,1.99
2011-04-27,1.92
2011-04-28,2.19
2011-04-29,2.08
2011-04-30,1.78
2011-05-01,1.68
2011-05-02,1.63
2011-05-03,1.59
2011-05-04,1.74
2011-05-05,1.77
2011-05-06,1.55
2011-05-07,1.49
2011-05-08,1.44
2011-05-09,1.41
2011-05-10,1.35
2011-05-11,1.33
2011-05-12,1.31
2011-05-13,1.29
2011-05-14,1.25
2011-05-15,1.53
2011-05-16,1.66
2011-05-17,1.8
2011-05-18,2.6
2011-05-19,2.53
2011-05-20,2.48
2011-05-21,1.73
2011-05-22,1.53
2011-05-23,1.5
2011-05-24,2.37
2011-05-25,1.59
2011-05-26,1.43
2011-05-27,1.36
2011-05-28,1.25
2011-05-29,1.2
2011-05-30,1.17
2011-05-31,1.23
2011-06-01,1.13
2011-06-02,1.05
2011-06-03,0.98
2011-06-04,0.94
2011-06-05,0.91
2011-06-06,0.91
2011-06-07,0.86
2011-06-08,0.81
2011-06-09,1.14
2011-06-10,1.29
2011-06-11,1.09
2011-06-12,3.92
2011-06-13,1.61
2011-06-14,1.33
2011-06-15,1.13
2011-06-16,0.99
2011-06-17,1.1
2011-06-18,1.06
2011-06-19,0.9
2011-06-20,0.83
2011-06-21,0.78
2011-06-22,0.95
2011-06-23,1.72
2011-06-24,1.33
2011-06-25,1.08
2011-06-26,1.03
2011-06-27,0.97
2011-06-28,0.84
2011-06-29,0.82
2011-06-30,0.73
2011-07-01,0.68
2011-07-02,0.67
2011-07-03,0.68
2011-07-04,0.65
2011-07-05,0.58
2011-07-06,0.55
2011-07-07,0.52
2011-07-08,2.24
2011-07-09,3.45
2011-07-10,1.09
2011-07-11,0.87
2011-07-12,0.76
2011-07-13,0.68
2011-07-14,0.64
2011-07-15,0.61
2011-07-16,0.58
2011-07-17,0.53
2011-07-18,0.52
2011-07-19,0.52
2011-07-20,0.48
2011-07-21,0.46
2011-07-22,0.43
2011-07-23,0.41
2011-07-24,0.44
2011-07-25,0.51
2011-07-26,0.7
2011-07-27,0.69
2011-07-28,0.5
2011-07-29,0.48
2011-07-30,0.47
2011-07-31,0.39
2011-08-01,0.37
2011-08-02,0.36
2011-08-03,0.33
2011-08-04,0.34
2011-08-05,0.32
2011-08-06,0.33
2011-08-07,3.02
2011-08-08,0.99
2011-08-09,0.85
2011-08-10,1.23
2011-08-11,0.65
2011-08-12,0.54
2011-08-13,0.49
2011-08-14,0.56
2011-08-15,5.92
2011-08-16,2.3
2011-08-17,1.26
2011-08-18,1.05
2011-08-19,0.95
2011-08-20,0.87
2011-08-21,0.81
2011-08-22,1.11
2011-08-23,0.81
2011-08-24,0.75
2011-08-25,0.74
2011-08-26,0.71
2011-08-27,0.78
2011-08-28,5.36
2011-08-29,1.78
2011-08-30,1.24
2011-08-31,1.12
2011-09-01,1.05
2011-09-02,0.99
2011-09-03,0.97
2011-09-04,0.95
2011-09-05,0.95
2011-09-06,2.56
2011-09-07,3.15
2011-09-08,5.13
2011-09-09,2.31
2011-09-10,1.83
2011-09-11,1.65
2011-09-12,1.57
2011-09-13,1.49
2011-09-14,1.4
2011-09-15,1.83
2011-09-16,1.66
2011-09-17,1.35
2011-09-18,1.3
2011-09-19,1.25
2011-09-20,1.28
2011-09-21,1.26
2011-09-22,1.32
2011-09-23,1.75
2011-09-24,4.03
2011-09-25,1.77
2011-09-26,1.52
2011-09-27,1.41
2011-09-28,1.3
2011-09-29,2.82
2011-09-30,2.15
2011-10-01,1.66
2011-10-02,1.62
2011-10-03,1.55
2011-10-04,2.05
2011-10-05,1.6
2011-10-06,1.41
2011-10-07,1.35
2011-10-08,1.31
2011-10-09,1.29
2011-10-10,1.25
2011-10-11,1.24
2011-10-12,1.26
2011-10-13,2.52
2011-10-14,2.77
2011-10-15,2.24
2011-10-16,1.67
2011-10-17,1.58
2011-10-18,1.43
2011-10-19,2.52
2011-10-20,5.26
2011-10-21,2.16
2011-10-22,1.98
2011-10-23,1.87
2011-10-24,1.85
2011-10-25,1.81
2011-10-26,1.71
2011-10-27,2.76
2011-10-28,2.71
2011-10-29,2.77
2011-10-30,3.32
2011-10-31,2.52
2011-11-01,2.31
2011-11-02,2.17
2011-11-03,2.08
2011-11-04,2.03
2011-11-05,1.92
2011-11-06,1.85
2011-11-07,1.85
2011-11-08,1.82
2011-11-09,1.78
2011-11-10,2.52
2011-11-11,2.39
2011-11-12,1.84
2011-11-13,1.77
2011-11-14,1.71
2011-11-15,1.79
2011-11-16,2.25
2011-11-17,2.78
2011-11-18,2.13
2011-11-19,1.89
2011-11-20,1.86
2011-11-21,1.82
2011-11-22,1.74
2011-11-23,4.22
2011-11-24,2.26
2011-11-25,2.06
2011-11-26,2
2011-11-27,1.93
2011-11-28,1.93
2011-11-29,1.9
2011-11-30,3.5
2011-12-01,2.09
2011-12-02,1.94
2011-12-03,1.87
2011-12-04,1.85
2011-12-05,1.85
2011-12-06,2.1
2011-12-07,4.61
2011-12-08,7.88
2011-12-09,3.34
2011-12-10,3.07
2011-12-11,2.74
2011-12-12,2.54
2011-12-13,2.46
2011-12-14,2.4
2011-12-15,2.37
2011-12-16,2.41
2011-12-17,2.2
2011-12-18,2.07
2011-12-19,1.99
2011-12-20,2.06
2011-12-21,2.11
2011-12-22,2.14
2011-12-23,2.87
2011-12-24,2.09
2011-12-25,1.94
2011-12-26,1.93
2011-12-27,2.13
2011-12-28,3.17
2011-12-29,2.02
2011-12-30,1.95
2011-12-31,1.93
2012-01-01,1.86
2012-01-02,1.86
2012-01-03,1.73
2012-01-04,1.58
2012-01-05,1.66
2012-01-06,1.68
2012-01-07,1.71
2012-01-08,1.64
2012-01-09,1.57
2012-01-10,1.57
2012-01-11,1.57
2012-01-12,3.77
2012-01-13,2.32
2012-01-14,1.87
2012-01-15,1.58
2012-01-16,1.52
2012-01-17,1.92
2012-01-18,1.96
2012-01-19,1.63
2012-01-20,1.66
2012-01-21,1.64
2012-01-22,1.62
2012-01-23,1.7
2012-01-24,3.25
2012-01-25,2.07
2012-01-26,1.88
2012-01-27,2.89
2012-01-28,2.2
2012-01-29,1.88
2012-01-30,1.78
2012-01-31,1.75
2012-02-01,1.77
2012-02-02,1.71
2012-02-03,1.62
2012-02-04,1.59
2012-02-05,1.54
2012-02-06,1.52
2012-02-07,1.54
2012-02-08,1.48
2012-02-09,1.46
2012-02-10,1.43
2012-02-11,1.56
2012-02-12,1.43
2012-02-13,1.37
2012-02-14,1.4
2012-02-15,1.46
2012-02-16,1.45
2012-02-17,1.55
2012-02-18,1.41
2012-02-19,1.37
2012-02-20,1.31
2012-02-21,1.3
2012-02-22,1.33
2012-02-23,1.31
2012-02-24,1.47
2012-02-25,1.78
2012-02-26,1.35
2012-02-27,1.3
2012-02-28,1.29
2012-02-29,1.3
2012-03-01,2.39
2012-03-02,1.66
2012-03-03,2.23
2012-03-04,1.83
2012-03-05,1.58
2012-03-06,1.43
2012-03-07,1.46
2012-03-08,1.44
2012-03-09,1.53
2012-03-10,1.38
2012-03-11,1.33
2012-03-12,1.31
2012-03-13,1.35
2012-03-14,1.32
2012-03-15,1.28
2012-03-16,1.27
2012-03-17,1.25
2012-03-18,1.24
2012-03-19,1.2
2012-03-20,1.19
2012-03-21,1.18
2012-03-22,1.12
2012-03-23,1.11
2012-03-24,1.06
2012-03-25,1.06
2012-03-26,1.05
2012-03-27,1
2012-03-28,1.1
2012-03-29,1.13
2012-03-30,0.99
2012-03-31,1.15
2012-04-01,1.08
2012-04-02,1.18
2012-04-03,0.99
2012-04-04,0.93
2012-04-05,0.91
2012-04-06,0.89
2012-04-07,0.87
2012-04-08,0.87
2012-04-09,0.83
2012-04-10,0.83
2012-04-11,0.83
2012-04-12,0.9
2012-04-13,0.87
2012-04-14,0.82
2012-04-15,0.83
2012-04-16,0.81
2012-04-17,0.75
2012-04-18,0.72
2012-04-19,0.72
2012-04-20,0.72
2012-04-21,0.72
2012-04-22,1.21
2012-04-23,5.9
2012-04-24,1.61
2012-04-25,1.29
2012-04-26,1.19
2012-04-27,1.14
2012-04-28,1.05
2012-04-29,1.01
2012-04-30,0.98
2012-05-01,1.47
2012-05-02,1.25
2012-05-03,1.3
2012-05-04,1.18
2012-05-05,1.12
2012-05-06,1.04
2012-05-07,0.98
2012-05-08,0.94
2012-05-09,1.97
2012-05-10,3.75
2012-05-11,1.53
2012-05-12,1.27
2012-05-13,1.21
2012-05-14,1.17
2012-05-15,1.62
2012-05-16,2.35
2012-05-17,1.38
2012-05-18,1.2
2012-05-19,1.12
2012-05-20,1.06
2012-05-21,1.06
2012-05-22,1.4
2012-05-23,1.23
2012-05-24,1.08
2012-05-25,1.04
2012-05-26,1.05
2012-05-27,0.99
2012-05-28,0.9
2012-05-29,0.87
2012-05-30,0.85
2012-05-31,0.79
2012-06-01,0.74
2012-06-02,2.25
2012-06-03,1.74
2012-06-04,1.67
2012-06-05,1.27
2012-06-06,1.2
2012-06-07,1.13
2012-06-08,1.07
2012-06-09,1
2012-06-10,0.9
2012-06-11,0.83
2012-06-12,0.84
2012-06-13,1.35
2012-06-14,1.08
2012-06-15,0.88
2012-06-16,0.79
2012-06-17,0.77
2012-06-18,0.73
2012-06-19,0.73
2012-06-20,0.7
2012-06-21,0.61
2012-06-22,0.79
2012-06-23,0.92
2012-06-24,0.67
2012-06-25,1.55
2012-06-26,1.02
2012-06-27,0.77
2012-06-28,0.65
2012-06-29,0.66
2012-06-30,0.57
2012-07-01,0.7
2012-07-02,0.73
2012-07-03,0.58
2012-07-04,0.58
2012-07-05,0.51
2012-07-06,0.46
2012-07-07,0.43
2012-07-08,0.4
2012-07-09,0.36
2012-07-10,0.34
2012-07-11,0.33
2012-07-12,0.31
2012-07-13,0.3
2012-07-14,0.29
2012-07-15,0.27
2012-07-16,0.29
2012-07-17,0.24
2012-07-18,0.99
2012-07-19,0.65
2012-07-20,0.61
2012-07-21,0.52
2012-07-22,0.38
2012-07-23,0.39
2012-07-24,0.44
2012-07-25,0.35
2012-07-26,0.33
2012-07-27,0.33
2012-07-28,1.62
2012-07-29,1.2
2012-07-30,0.56
2012-07-31,0.45
2012-08-01,0.42
2012-08-02,0.37
2012-08-03,0.33
2012-08-04,0.31
2012-08-05,0.3
2012-08-06,0.32
2012-08-07,0.26
2012-08-08,0.25
2012-08-09,0.24
2012-08-10,0.57
2012-08-11,0.5
2012-08-12,0.37
2012-08-13,0.31
2012-08-14,0.28
2012-08-15,0.58
2012-08-16,0.52
2012-08-17,0.35
2012-08-18,0.6
2012-08-19,0.47
2012-08-20,0.38
2012-08-21,0.34
2012-08-22,0.3
2012-08-23,0.28
2012-08-24,0.27
2012-08-25,0.25
2012-08-26,0.24
2012-08-27,0.24
2012-08-28,0.31
2012-08-29,0.26
2012-08-30,0.23
2012-08-31,0.21
2012-09-01,0.21
2012-09-02,0.21
2012-09-03,0.22
2012-09-04,1.27
2012-09-05,1.32
2012-09-06,0.67
2012-09-07,0.45
2012-09-08,0.43
2012-09-09,0.56
2012-09-10,0.41
2012-09-11,0.36
2012-09-12,0.33
2012-09-13,0.32
2012-09-14,0.3
2012-09-15,0.3
2012-09-16,0.28
2012-09-17,0.27
2012-09-18,0.31
2012-09-19,1.8
2012-09-20,0.51
2012-09-21,0.44
2012-09-22,0.41
2012-09-23,0.38
2012-09-24,0.36
2012-09-25,0.33
2012-09-26,0.33
2012-09-27,0.33
2012-09-28,0.7
2012-09-29,0.91
2012-09-30,0.51
2012-10-01,0.4
2012-10-02,0.4
2012-10-03,0.48
2012-10-04,0.4
2012-10-05,0.41
2012-10-06,0.37
2012-10-07,0.4
2012-10-08,0.42
2012-10-09,0.38
2012-10-10,0.41
2012-10-11,0.41
2012-10-12,0.35
2012-10-13,0.34
2012-10-14,0.35
2012-10-15,0.36
2012-10-16,0.39
2012-10-17,0.34
2012-10-18,0.34
2012-10-19,0.53
2012-10-20,4.66
2012-10-21,1.25
2012-10-22,1.01
2012-10-23,0.93
2012-10-24,0.92
2012-10-25,0.87
2012-10-26,0.83
2012-10-27,0.83
2012-10-28,0.86
2012-10-29,2.01
2012-10-30,1.9
2012-10-31,1.3
2012-11-01,1.11
2012-11-02,1.03
2012-11-03,0.98
2012-11-04,0.94
2012-11-05,0.93
2012-11-06,0.89
2012-11-07,0.93
2012-11-08,1.34
2012-11-09,1.19
2012-11-10,1.04
2012-11-11,1
2012-11-12,0.97
2012-11-13,1.2
2012-11-14,1.19
2012-11-15,1.06
2012-11-16,1
2012-11-17,0.98
2012-11-18,0.94
2012-11-19,0.94
2012-11-20,0.94
2012-11-21,0.94
2012-11-22,0.94
2012-11-23,0.93
2012-11-24,0.91
2012-11-25,0.88
2012-11-26,0.87
2012-11-27,0.9
2012-11-28,0.98
2012-11-29,0.94
2012-11-30,0.89
2012-12-01,0.88
2012-12-02,0.91
2012-12-03,0.91
2012-12-04,0.87
2012-12-05,0.91
2012-12-06,0.83
2012-12-07,0.84
2012-12-08,1.19
2012-12-09,1.01
2012-12-10,1.58
2012-12-11,1.33
2012-12-12,1.03
2012-12-13,0.94
2012-12-14,0.92
2012-12-15,0.88
2012-12-16,0.9
2012-12-17,1.36
2012-12-18,2.06
2012-12-19,1.28
2012-12-20,1.1
2012-12-21,2.89
2012-12-22,1.71
2012-12-23,1.34
2012-12-24,1.27
2012-12-25,1.29
2012-12-26,1.24
2012-12-27,3.88
2012-12-28,1.94
2012-12-29,1.62
2012-12-30,1.63
2012-12-31,1.51
2013-01-01,1.51
2013-01-02,1.4
2013-01-03,1.29
2013-01-04,1.29
2013-01-05,1.3
2013-01-06,1.27
2013-01-07,1.25
2013-01-08,1.23
2013-01-09,1.25
2013-01-10,1.31
2013-01-11,1.28
2013-01-12,1.72
2013-01-13,1.61
2013-01-14,1.43
2013-01-15,1.39
2013-01-16,1.39
2013-01-17,1.41
2013-01-18,1.25
2013-01-19,1.19
2013-01-20,1.35
2013-01-21,1.23
2013-01-22,1.14
2013-01-23,1
2013-01-24,1.17
2013-01-25,1.2
2013-01-26,1.2
2013-01-27,1.24
2013-01-28,1.33
2013-01-29,1.4
2013-01-30,1.76
2013-01-31,3.29
2013-02-01,1.85
2013-02-02,1.53
2013-02-03,1.46
2013-02-04,1.41
2013-02-05,1.36
2013-02-06,1.37
2013-02-07,1.31
2013-02-08,1.36
2013-02-09,1.52
2013-02-10,1.48
2013-02-11,1.76
2013-02-12,2.01
2013-02-13,1.69
2013-02-14,1.59
2013-02-15,1.65
2013-02-16,1.67
2013-02-17,1.55
2013-02-18,1.38
2013-02-19,1.65
2013-02-20,2.23
2013-02-21,1.61
2013-02-22,1.49
2013-02-23,1.62
2013-02-24,2.89
2013-02-25,2.02
2013-02-26,1.89
2013-02-27,6.34
2013-02-28,4.13
2013-03-01,3.43
2013-03-02,3.15
2013-03-03,2.98
2013-03-04,2.77
2013-03-05,2.63
2013-03-06,2.66
2013-03-07,2.62
2013-03-08,2.52
2013-03-09,2.6
2013-03-10,2.56
2013-03-11,2.44
2013-03-12,3.23
2013-03-13,3.42
2013-03-14,2.6
2013-03-15,2.43
2013-03-16,2.36
2013-03-17,2.32
2013-03-18,2.24
2013-03-19,2.96
2013-03-20,2.74
2013-03-21,2.47
2013-03-22,2.41
2013-03-23,2.42
2013-03-24,2.43
2013-03-25,2.35
