"Date","Qobs"
2012-04-25,50.3
2012-04-26,26.6
2012-04-27,18.6
2012-04-28,13.7
2012-04-29,11.2
2012-04-30,9.2
2012-05-01,11.2
2012-05-02,17.6
2012-05-03,17.7
2012-05-04,16.4
2012-05-05,14.1
2012-05-06,11.7
2012-05-07,9.77
2012-05-08,8.6
2012-05-09,16.2
2012-05-10,69.8
2012-05-11,69.2
2012-05-12,34.7
2012-05-13,20.3
2012-05-14,14.4
2012-05-15,15
2012-05-16,63.1
2012-05-17,62.1
2012-05-18,30.8
2012-05-19,18.7
2012-05-20,13.1
2012-05-21,10.7
2012-05-22,11.4
2012-05-23,14.1
2012-05-24,13
2012-05-25,10.6
2012-05-26,9.36
2012-05-27,9.02
2012-05-28,8.16
2012-05-29,7
2012-05-30,5.94
2012-05-31,5.09
2012-06-01,4.2
2012-06-02,11.5
2012-06-03,29.4
2012-06-04,42.6
2012-06-05,34.2
2012-06-06,21.7
2012-06-07,16.4
2012-06-08,14.2
2012-06-09,12.4
2012-06-10,9.84
2012-06-11,7.73
2012-06-12,6.29
2012-06-13,8.2
2012-06-14,10.7
2012-06-15,10.1
2012-06-16,7.44
2012-06-17,5.72
2012-06-18,4.44
2012-06-19,3.74
2012-06-20,3.38
2012-06-21,3.09
2012-06-22,2.88
2012-06-23,3.88
2012-06-24,3.16
2012-06-25,7.52
2012-06-26,12.2
2012-06-27,10.5
2012-06-28,6.41
2012-06-29,4.5
2012-06-30,3.42
2012-07-01,2.93
2012-07-02,4.14
2012-07-03,3.47
2012-07-04,3.01
2012-07-05,2.62
2012-07-06,2.16
2012-07-07,1.82
2012-07-08,1.52
2012-07-09,1.21
2012-07-10,1.01
2012-07-11,0.83
2012-07-12,0.7
2012-07-13,0.6
2012-07-14,0.54
2012-07-15,0.46
2012-07-16,0.44
2012-07-17,0.36
2012-07-18,1.5
2012-07-19,2.03
2012-07-20,1.75
2012-07-21,2
2012-07-22,1.59
2012-07-23,1.32
2012-07-24,1.35
2012-07-25,1.13
2012-07-26,0.93
2012-07-27,0.81
2012-07-28,1.42
2012-07-29,3.53
2012-07-30,3.22
2012-07-31,2.61
2012-08-01,2.13
2012-08-02,1.63
2012-08-03,1.22
2012-08-04,0.92
2012-08-05,0.73
2012-08-06,0.7
2012-08-07,0.55
2012-08-08,0.43
2012-08-09,0.35
2012-08-10,0.63
2012-08-11,1.42
2012-08-12,1.28
2012-08-13,1.16
2012-08-14,0.92
2012-08-15,1.93
2012-08-16,3.32
2012-08-17,3.26
2012-08-18,3.44
2012-08-19,4.16
2012-08-20,3.87
2012-08-21,3.24
2012-08-22,2.27
2012-08-23,1.4
2012-08-24,1.15
2012-08-25,0.89
2012-08-26,0.76
2012-08-27,0.58
2012-08-28,0.59
2012-08-29,0.62
2012-08-30,0.48
2012-08-31,0.36
2012-09-01,0.27
2012-09-02,0.2
2012-09-03,0.16
2012-09-04,0.58
2012-09-05,1.7
2012-09-06,2.2
2012-09-07,1.6
2012-09-08,1.31
2012-09-09,1.61
2012-09-10,1.7
2012-09-11,1.36
2012-09-12,1.15
2012-09-13,0.83
2012-09-14,0.63
2012-09-15,0.53
2012-09-16,0.44
2012-09-17,0.35
2012-09-18,0.33
2012-09-19,3.41
2012-09-20,3.72
2012-09-21,2.96
2012-09-22,2.31
2012-09-23,1.83
2012-09-24,1.43
2012-09-25,1.17
2012-09-26,0.97
2012-09-27,0.73
2012-09-28,1.37
2012-09-29,6.02
2012-09-30,12.2
2012-10-01,8.27
2012-10-02,4.84
2012-10-03,4.5
2012-10-04,4.28
2012-10-05,4.32
2012-10-06,4.18
2012-10-07,4.09
2012-10-08,3.64
2012-10-09,3.28
2012-10-10,3.06
2012-10-11,3.04
2012-10-12,2.92
2012-10-13,2.63
2012-10-14,2.35
2012-10-15,2.27
2012-10-16,2.33
2012-10-17,2.14
2012-10-18,1.88
2012-10-19,2.07
2012-10-20,40.6
2012-10-21,56.3
2012-10-22,23.7
2012-10-23,12
2012-10-24,8.32
2012-10-25,5.99
2012-10-26,5.05
2012-10-27,4.48
2012-10-28,5.56
2012-10-29,11.4
2012-10-30,43.8
2012-10-31,43.4
2012-11-01,24
2012-11-02,15.2
2012-11-03,10.9
2012-11-04,8.24
2012-11-05,6.7
2012-11-06,5.42
2012-11-07,5.13
2012-11-08,5.77
2012-11-09,7.32
2012-11-10,8.52
2012-11-11,7.85
2012-11-12,6.54
2012-11-13,5.92
2012-11-14,7.09
2012-11-15,7.7
2012-11-16,7.34
2012-11-17,5.91
2012-11-18,5.08
2012-11-19,5.28
2012-11-20,4.91
2012-11-21,5.12
2012-11-22,4.36
2012-11-23,3.76
2012-11-24,3.6
2012-11-25,3.38
2012-11-26,3.22
2012-11-27,3.16
2012-11-28,3.52
2012-11-29,3.64
2012-11-30,3.47
2012-12-01,3.37
2012-12-02,3.47
2012-12-03,3.88
2012-12-04,3.83
2012-12-05,3.83
2012-12-06,3.57
2012-12-07,3.47
2012-12-08,4.19
2012-12-09,5.2
2012-12-10,9.08
2012-12-11,19
2012-12-12,17.3
2012-12-13,10.6
2012-12-14,9.05
2012-12-15,7.2
2012-12-16,5.91
2012-12-17,6.6
2012-12-18,20.4
2012-12-19,37.7
2012-12-20,22.5
2012-12-21,27.9
2012-12-22,70.4
2012-12-23,42.4
2012-12-24,23.7
2012-12-25,16.7
2012-12-26,12.9
2012-12-27,30.4
2012-12-28,69.7
2012-12-29,43.5
2012-12-30,28.6
2012-12-31,21.4
2013-01-01,17
2013-01-02,14.2
2013-01-03,12.2
2013-01-04,10.9
2013-01-05,9.6
2013-01-06,9.52
2013-01-07,9.25
2013-01-08,9.13
2013-01-09,8.65
2013-01-10,9.08
2013-01-11,9.96
2013-01-12,14.8
2013-01-13,24.3
2013-01-14,28.1
2013-01-15,23.9
2013-01-16,20.4
2013-01-17,18.6
2013-01-18,16.3
2013-01-19,13.5
2013-01-20,13.9
2013-01-21,15.2
2013-01-22,14
2013-01-23,10.5
2013-01-24,7.98
2013-01-25,6.27
2013-01-26,5.66
2013-01-27,5.63
2013-01-28,5.83
2013-01-29,6.23
2013-01-30,10.7
2013-01-31,39.2
2013-02-01,74.5
2013-02-02,40.8
2013-02-03,22.5
2013-02-04,16.9
2013-02-05,12.4
2013-02-06,10.2
2013-02-07,9.41
2013-02-08,13.1
2013-02-09,59
2013-02-10,33.8
2013-02-11,23.2
2013-02-12,24.8
2013-02-13,32
2013-02-14,31.6
2013-02-15,25.6
2013-02-16,21.3
2013-02-17,20.4
2013-02-18,17.8
2013-02-19,17.1
2013-02-20,27.1
2013-02-21,27.8
2013-02-22,24.9
2013-02-23,20.5
2013-02-24,39.3
2013-02-25,58.4
2013-02-26,43.5
2013-02-27,77.4
2013-02-28,215
2013-03-01,98.3
2013-03-02,65.9
2013-03-03,55.9
2013-03-04,43.7
2013-03-05,34.4
2013-03-06,30.1
2013-03-07,30.6
2013-03-08,30.1
2013-03-09,27.6
2013-03-10,28
2013-03-11,30
2013-03-12,37
2013-03-13,78.7
2013-03-14,66
2013-03-15,40.2
2013-03-16,28.9
2013-03-17,23.3
2013-03-18,19.1
2013-03-19,22
2013-03-20,29.1
2013-03-21,28.9
2013-03-22,24.4
2013-03-23,22.4
2013-03-24,22.3
2013-03-25,23.1
2013-03-26,21.6
2013-03-27,18.8
2013-03-28,16.4
2013-03-29,14.5
2013-03-30,12.9
2013-03-31,11.7
2013-04-01,12.9
2013-04-02,16.1
2013-04-03,15.9
2013-04-04,13
2013-04-05,11.7
2013-04-06,10.8
2013-04-07,9.54
2013-04-08,9.04
2013-04-09,8.86
2013-04-10,9.64
2013-04-11,15.4
2013-04-12,19.3
2013-04-13,23.6
2013-04-14,20.7
2013-04-15,15.4
2013-04-16,12.5
2013-04-17,11.6
2013-04-18,11.1
2013-04-19,9.94
2013-04-20,23.8
2013-04-21,39.2
2013-04-22,24.3
2013-04-23,16.9
2013-04-24,14.3
2013-04-25,12.5
2013-04-26,11.4
2013-04-27,10.2
2013-04-28,9.2
2013-04-29,8.19
2013-04-30,7.55
2013-05-01,6.88
2013-05-02,7.28
2013-05-03,7.98
2013-05-04,7.41
2013-05-05,6.3
2013-05-06,5.74
2013-05-07,5.35
2013-05-08,6.38
2013-05-09,8.48
2013-05-10,20.5
2013-05-11,25.8
2013-05-12,19
2013-05-13,15
2013-05-14,11.7
2013-05-15,9.41
2013-05-16,8.14
2013-05-17,6.87
2013-05-18,6.31
2013-05-19,5.37
2013-05-20,5.38
2013-05-21,7.64
2013-05-22,20.4
2013-05-23,24.5
2013-05-24,39.2
2013-05-25,56
2013-05-26,46.8
2013-05-27,26.6
2013-05-28,16.2
2013-05-29,13.5
2013-05-30,31.3
2013-05-31,35.4
2013-06-01,18.8
2013-06-02,11.9
2013-06-03,12.3
2013-06-04,23.8
2013-06-05,18.8
2013-06-06,12.1
2013-06-07,28.3
2013-06-08,466
2013-06-09,225
2013-06-10,76.1
2013-06-11,105
2013-06-12,168
2013-06-13,92.5
2013-06-14,228
2013-06-15,199
2013-06-16,73.7
2013-06-17,42
2013-06-18,30.3
2013-06-19,41.6
2013-06-20,36.6
2013-06-21,21.9
2013-06-22,15.1
2013-06-23,11.5
2013-06-24,9.72
2013-06-25,9.98
2013-06-26,9.17
2013-06-27,8.57
2013-06-28,9.26
2013-06-29,10
2013-06-30,9.06
2013-07-01,7.94
2013-07-02,7.98
2013-07-03,7.72
2013-07-04,6.56
2013-07-05,5.49
2013-07-06,4.5
2013-07-07,3.68
2013-07-08,3.01
2013-07-09,3.7
2013-07-10,5.12
2013-07-11,4.1
2013-07-12,4.96
2013-07-13,4.44
2013-07-14,4.08
2013-07-15,3.36
2013-07-16,2.67
2013-07-17,2.2
2013-07-18,1.89
2013-07-19,1.58
2013-07-20,1.68
2013-07-21,2.82
2013-07-22,2.53
2013-07-23,12.2
2013-07-24,22.9
2013-07-25,13.8
2013-07-26,15.4
2013-07-27,15.8
2013-07-28,10.8
2013-07-29,8.01
2013-07-30,8.86
2013-07-31,8.5
2013-08-01,6.34
2013-08-02,5.41
2013-08-03,5.45
2013-08-04,4.98
2013-08-05,4.2
2013-08-06,3.03
2013-08-07,2.37
2013-08-08,2.51
2013-08-09,7
2013-08-10,21.5
2013-08-11,16.1
2013-08-12,9.34
2013-08-13,6.14
2013-08-14,4.49
2013-08-15,3.13
2013-08-16,2.46
2013-08-17,2.01
2013-08-18,1.75
2013-08-19,1.59
2013-08-20,1.61
2013-08-21,1.29
2013-08-22,1.07
2013-08-23,1.03
2013-08-24,0.83
2013-08-25,0.71
2013-08-26,0.66
2013-08-27,1.93
2013-08-28,2.23
2013-08-29,1.7
2013-08-30,1.48
2013-08-31,1.35
2013-09-01,1.65
2013-09-02,2.61
2013-09-03,2.9
2013-09-04,3.18
2013-09-05,3.33
2013-09-06,2.4
2013-09-07,1.85
2013-09-08,1.55
2013-09-09,1.18
2013-09-10,1.1
2013-09-11,1.04
2013-09-12,0.96
2013-09-13,2.05
2013-09-14,2.04
2013-09-15,1.59
2013-09-16,1.34
2013-09-17,1.21
2013-09-18,1.03
2013-09-19,0.96
2013-09-20,0.85
2013-09-21,0.78
2013-09-22,1.49
2013-09-23,1.64
2013-09-24,1.15
2013-09-25,0.95
2013-09-26,0.71
2013-09-27,0.59
2013-09-28,0.5
2013-09-29,0.43
2013-09-30,0.38
2013-10-01,0.33
2013-10-02,0.29
2013-10-03,0.27
2013-10-04,0.23
2013-10-05,0.29
2013-10-06,0.37
2013-10-07,0.51
2013-10-08,0.71
2013-10-09,0.88
2013-10-10,0.75
2013-10-11,0.62
2013-10-12,0.61
2013-10-13,0.54
2013-10-14,0.57
2013-10-15,0.56
2013-10-16,0.56
2013-10-17,0.61
2013-10-18,0.67
2013-10-19,0.7
2013-10-20,0.7
2013-10-21,0.68
2013-10-22,0.68
2013-10-23,0.75
2013-10-24,0.75
2013-10-25,0.68
2013-10-26,0.71
2013-10-27,0.79
2013-10-28,0.83
2013-10-29,0.77
2013-10-30,0.77
2013-10-31,0.8
2013-11-01,0.96
2013-11-02,1.04
2013-11-03,1.02
2013-11-04,0.95
2013-11-05,1
2013-11-06,1.1
2013-11-07,1.41
2013-11-08,1.79
2013-11-09,1.41
2013-11-10,1.38
2013-11-11,1.68
2013-11-12,1.66
2013-11-13,1.63
2013-11-14,1.51
2013-11-15,1.09
2013-11-16,1.02
2013-11-17,1.14
2013-11-18,1.75
2013-11-19,2.24
2013-11-20,2.15
2013-11-21,1.94
2013-11-22,1.79
2013-11-23,2.13
2013-11-24,1.97
2013-11-25,1.24
2013-11-26,1.44
2013-11-27,23.9
2013-11-28,48.6
2013-11-29,22.5
2013-11-30,11.2
2013-12-01,9.09
2013-12-02,8.28
2013-12-03,7.2
2013-12-04,6.05
2013-12-05,5.18
2013-12-06,4.76
2013-12-07,8.19
2013-12-08,11.1
2013-12-09,9.93
2013-12-10,9.92
2013-12-11,9.5
2013-12-12,9.3
2013-12-13,8.97
2013-12-14,8.48
2013-12-15,8.14
2013-12-16,8.43
2013-12-17,7.92
2013-12-18,5.78
2013-12-19,4.92
2013-12-20,5.48
2013-12-21,7.97
2013-12-22,15.7
2013-12-23,20.8
2013-12-24,25.1
2013-12-25,20.8
2013-12-26,15.5
2013-12-27,12
2013-12-28,10.2
2013-12-29,11.5
2013-12-30,29.7
2013-12-31,29.6
2014-01-01,20.7
2014-01-02,23.3
2014-01-03,67.2
2014-01-04,48.5
2014-01-05,21.2
2014-01-06,27.5
2014-01-07,89.8
2014-01-08,51.7
2014-01-09,19.8
2014-01-10,11.1
2014-01-11,20.9
2014-01-12,79.1
2014-01-13,56.1
2014-01-14,38.9
2014-01-15,48.5
2014-01-16,47.9
2014-01-17,31.6
2014-01-18,22.8
2014-01-19,21.4
2014-01-20,18.8
2014-01-21,15.5
2014-01-22,13.1
2014-01-23,12
2014-01-24,10
2014-01-25,9.9
2014-01-26,8.92
2014-01-27,8.84
2014-01-28,8.86
2014-01-29,6.98
2014-01-30,5.98
2014-01-31,5.18
2014-02-01,5.38
2014-02-02,7.11
2014-02-03,8.4
2014-02-04,7.92
2014-02-05,9.02
2014-02-06,8.85
2014-02-07,8.52
2014-02-08,7.26
2014-02-09,6.47
2014-02-10,6.2
2014-02-11,6.05
2014-02-12,5.62
2014-02-13,6.31
2014-02-14,17.4
2014-02-15,20.1
2014-02-16,24.7
2014-02-17,24
2014-02-18,19.2
2014-02-19,15.8
2014-02-20,20.2
2014-02-21,36.6
2014-02-22,56.7
2014-02-23,47.4
2014-02-24,40.9
2014-02-25,35.3
2014-02-26,30.7
2014-02-27,28.1
2014-02-28,25.4
2014-03-01,19.9
2014-03-02,15
2014-03-03,10.8
2014-03-04,9.21
2014-03-05,8.11
2014-03-06,7.11
2014-03-07,6.71
2014-03-08,8.71
2014-03-09,10.8
2014-03-10,11.2
2014-03-11,13.9
2014-03-12,24.9
2014-03-13,51.7
2014-03-14,47.3
2014-03-15,36.5
2014-03-16,39.2
2014-03-17,28.7
2014-03-18,19.4
2014-03-19,17
2014-03-20,36
2014-03-21,57.5
2014-03-22,38.5
2014-03-23,29.3
2014-03-24,21.9
2014-03-25,16.2
2014-03-26,13.9
2014-03-27,11.2
2014-03-28,10.9
2014-03-29,14
2014-03-30,290
2014-03-31,240
2014-04-01,98.2
2014-04-02,58.4
2014-04-03,39.6
2014-04-04,29
2014-04-05,29
2014-04-06,28.4
2014-04-07,22.5
2014-04-08,33.5
2014-04-09,48.1
2014-04-10,31.4
2014-04-11,22
2014-04-12,17.9
2014-04-13,15.5
2014-04-14,13.8
2014-04-15,26.3
2014-04-16,150
2014-04-17,114
2014-04-18,59.9
2014-04-19,39.2
2014-04-20,27.9
2014-04-21,22.2
2014-04-22,19.2
2014-04-23,22.3
2014-04-24,22.4
2014-04-25,18
2014-04-26,18.6
2014-04-27,24.9
2014-04-28,23.2
2014-04-29,18.5
2014-04-30,18.5
2014-05-01,103
2014-05-02,127
2014-05-03,60.8
2014-05-04,37.8
2014-05-05,27.4
2014-05-06,21.9
2014-05-07,18
2014-05-08,16
2014-05-09,15.7
2014-05-10,15.3
2014-05-11,16.6
2014-05-12,16.5
2014-05-13,13.4
2014-05-14,11.8
2014-05-15,10.9
2014-05-16,11.8
2014-05-17,35.2
2014-05-18,46.4
2014-05-19,25.8
2014-05-20,17
2014-05-21,13
2014-05-22,12.4
2014-05-23,13.9
2014-05-24,12.9
2014-05-25,12.2
2014-05-26,11.1
2014-05-27,9.75
2014-05-28,9.21
2014-05-29,8.15
2014-05-30,7.18
2014-05-31,6.68
2014-06-01,6.3
2014-06-02,5.91
2014-06-03,5.82
2014-06-04,5.56
2014-06-05,5.62
2014-06-06,7.17
2014-06-07,7.72
2014-06-08,7.52
2014-06-09,5.56
2014-06-10,5.53
2014-06-11,5.66
2014-06-12,5.15
2014-06-13,11.7
2014-06-14,17.7
2014-06-15,13.5
2014-06-16,9.23
2014-06-17,6.66
2014-06-18,5.37
2014-06-19,4.38
2014-06-20,3.7
2014-06-21,2.91
2014-06-22,2.55
2014-06-23,2.08
2014-06-24,1.82
2014-06-25,1.78
2014-06-26,1.56
2014-06-27,1.33
2014-06-28,1.11
2014-06-29,0.96
2014-06-30,0.9
2014-07-01,0.84
2014-07-02,0.7
2014-07-03,0.68
2014-07-04,1.41
2014-07-05,5.54
2014-07-06,5.57
2014-07-07,4.56
2014-07-08,2.88
2014-07-09,1.98
2014-07-10,1.4
2014-07-11,1.24
2014-07-12,0.97
2014-07-13,0.79
2014-07-14,0.7
2014-07-15,1.06
2014-07-16,1.93
2014-07-17,2.11
2014-07-18,1.33
2014-07-19,1.03
2014-07-20,0.92
2014-07-21,0.88
2014-07-22,0.71
2014-07-23,0.6
2014-07-24,0.61
2014-07-25,0.54
2014-07-26,0.43
2014-07-27,0.39
2014-07-28,0.51
2014-07-29,0.5
2014-07-30,0.39
2014-07-31,0.32
2014-08-01,0.28
2014-08-02,0.32
2014-08-03,0.38
2014-08-04,0.37
2014-08-05,0.3
2014-08-06,0.24
2014-08-07,0.18
2014-08-08,0.15
2014-08-09,0.1
2014-08-10,0.08
2014-08-11,0.08
2014-08-12,0.08
2014-08-13,21.8
2014-08-14,26.1
2014-08-15,13.1
2014-08-16,6.35
2014-08-17,3.57
2014-08-18,2.31
2014-08-19,1.56
2014-08-20,1.23
2014-08-21,0.99
2014-08-22,0.95
2014-08-23,0.83
2014-08-24,0.65
2014-08-25,0.53
2014-08-26,0.47
2014-08-27,0.41
2014-08-28,0.36
2014-08-29,0.3
2014-08-30,0.24
2014-08-31,0.25
2014-09-01,0.5
2014-09-02,0.41
2014-09-03,0.36
2014-09-04,0.29
2014-09-05,0.23
2014-09-06,0.22
2014-09-07,0.29
2014-09-08,0.24
2014-09-09,0.18
2014-09-10,0.31
2014-09-11,0.35
2014-09-12,0.28
2014-09-13,0.25
2014-09-14,0.46
2014-09-15,0.37
2014-09-16,0.34
2014-09-17,0.32
2014-09-18,0.24
2014-09-19,0.19
2014-09-20,0.15
2014-09-21,0.19
2014-09-22,0.24
2014-09-23,0.19
2014-09-24,0.17
2014-09-25,0.16
2014-09-26,0.24
2014-09-27,0.19
2014-09-28,0.19
2014-09-29,0.15
2014-09-30,0.18
2014-10-01,0.37
2014-10-02,0.74
2014-10-03,0.62
2014-10-04,0.63
2014-10-05,1.03
2014-10-06,0.72
2014-10-07,0.57
2014-10-08,0.58
2014-10-09,0.56
2014-10-10,0.49
2014-10-11,0.65
2014-10-12,0.83
2014-10-13,0.67
2014-10-14,0.64
2014-10-15,0.64
2014-10-16,2.08
2014-10-17,3.14
2014-10-18,2.04
2014-10-19,1.64
2014-10-20,1.21
2014-10-21,1.11
2014-10-22,1.2
2014-10-23,3.64
2014-10-24,2.28
2014-10-25,1.92
2014-10-26,1.45
2014-10-27,1.11
2014-10-28,0.93
2014-10-29,0.87
2014-10-30,0.82
2014-10-31,0.74
2014-11-01,1
2014-11-02,1.57
2014-11-03,1.29
2014-11-04,1.08
2014-11-05,0.96
2014-11-06,1.07
2014-11-07,1.63
2014-11-08,1.28
2014-11-09,1.02
2014-11-10,0.99
2014-11-11,1.01
2014-11-12,0.87
2014-11-13,0.88
2014-11-14,1.32
2014-11-15,1.44
2014-11-16,1.19
2014-11-17,9.63
2014-11-18,33.2
2014-11-19,19.2
2014-11-20,11.2
2014-11-21,7.72
2014-11-22,5.96
2014-11-23,5.35
2014-11-24,11.7
2014-11-25,17.8
2014-11-26,20.8
2014-11-27,32.3
2014-11-28,28.1
2014-11-29,17.8
2014-11-30,13.8
2014-12-01,13.1
2014-12-02,13.8
2014-12-03,13.8
2014-12-04,12.9
2014-12-05,11.7
2014-12-06,14.7
2014-12-07,38.4
2014-12-08,39.3
2014-12-09,48.9
2014-12-10,128
2014-12-11,73.7
2014-12-12,53.4
2014-12-13,35.1
2014-12-14,25.5
2014-12-15,20.3
2014-12-16,17
2014-12-17,20.1
2014-12-18,24.5
2014-12-19,20.4
2014-12-20,16.1
2014-12-21,14.1
2014-12-22,13
2014-12-23,13.3
2014-12-24,17.3
2014-12-25,42.9
2014-12-26,46.3
2014-12-27,30.1
2014-12-28,22.4
2014-12-29,19.4
2014-12-30,16.3
2014-12-31,13.1
2015-01-01,11.5
2015-01-02,10.9
2015-01-03,9.99
2015-01-04,17.2
2015-01-05,34.6
2015-01-06,36.1
2015-01-07,30.5
2015-01-08,26.3
2015-01-09,23.7
2015-01-10,22.3
2015-01-11,22.2
2015-01-12,23.6
2015-01-13,21.9
2015-01-14,17.3
2015-01-15,14.4
2015-01-16,12.3
2015-01-17,10.3
2015-01-18,11.1
2015-01-19,27.8
2015-01-20,24.3
2015-01-21,15.5
2015-01-22,11.3
2015-01-23,11
2015-01-24,13.2
2015-01-25,14
2015-01-26,23.1
2015-01-27,49.8
2015-01-28,45
2015-01-29,25.7
2015-01-30,15.4
2015-01-31,12.3
2015-02-01,10.7
2015-02-02,11.1
2015-02-03,11.6
2015-02-04,11
2015-02-05,10.5
2015-02-06,10.1
2015-02-07,9.53
2015-02-08,9.63
2015-02-09,10.3
2015-02-10,10.4
2015-02-11,9.68
2015-02-12,9.57
2015-02-13,9.44
2015-02-14,9.32
2015-02-15,9.8
2015-02-16,9.54
2015-02-17,9.06
2015-02-18,8.8
2015-02-19,8.62
2015-02-20,8.23
2015-02-21,8.03
2015-02-22,10.4
2015-02-23,12.6
2015-02-24,12.7
2015-02-25,11.2
2015-02-26,10
2015-02-27,8.91
2015-02-28,8.11
2015-03-01,7.77
2015-03-02,8.32
2015-03-03,8.36
2015-03-04,11.7
2015-03-05,15.3
2015-03-06,17.2
2015-03-07,15.4
2015-03-08,13
2015-03-09,12.3
2015-03-10,13.9
2015-03-11,24.8
2015-03-12,36.1
2015-03-13,38.4
2015-03-14,44.1
2015-03-15,74.8
2015-03-16,87
2015-03-17,68.1
2015-03-18,56.9
2015-03-19,44.9
2015-03-20,31.9
2015-03-21,25.2
2015-03-22,21.7
2015-03-23,17.6
2015-03-24,16
2015-03-25,15.8
2015-03-26,30.6
2015-03-27,198
2015-03-28,133
2015-03-29,74.5
2015-03-30,52.7
2015-03-31,41.7
2015-04-01,42.2
2015-04-02,42.8
2015-04-03,59.3
2015-04-04,82.5
2015-04-05,69.9
2015-04-06,50.7
2015-04-07,41.6
2015-04-08,42.4
2015-04-09,44.9
2015-04-10,47.6
2015-04-11,46.5
2015-04-12,33.5
2015-04-13,24.8
2015-04-14,20.9
2015-04-15,18.7
2015-04-16,15.6
2015-04-17,15.8
2015-04-18,17.1
2015-04-19,14.9
2015-04-20,23.1
2015-04-21,117
2015-04-22,103
2015-04-23,52.1
2015-04-24,32.8
2015-04-25,23.5
2015-04-26,18.5
2015-04-27,15.9
2015-04-28,14.5
2015-04-29,12.8
2015-04-30,11.3
2015-05-01,10.2
2015-05-02,10.6
2015-05-03,9.05
2015-05-04,7.99
2015-05-05,7.82
2015-05-06,7.78
2015-05-07,7.17
2015-05-08,6.89
2015-05-09,6.15
2015-05-10,5.62
2015-05-11,5.1
2015-05-12,6.39
2015-05-13,6.61
2015-05-14,6.14
2015-05-15,5.84
2015-05-16,4.84
2015-05-17,5.85
2015-05-18,5.18
2015-05-19,5.26
2015-05-20,5.82
2015-05-21,5.59
2015-05-22,5.25
2015-05-23,4.77
2015-05-24,3.73
2015-05-25,3.07
2015-05-26,2.89
2015-05-27,2.68
2015-05-28,2.45
2015-05-29,2.15
2015-05-30,1.91
2015-05-31,2.37
2015-06-01,9.2
2015-06-02,31.1
2015-06-03,35.8
2015-06-04,17.7
2015-06-05,10.3
2015-06-06,7.09
2015-06-07,5.26
2015-06-08,4.14
2015-06-09,3.43
2015-06-10,2.74
2015-06-11,2.32
2015-06-12,1.98
2015-06-13,1.77
2015-06-14,1.52
2015-06-15,5.82
2015-06-16,10.2
2015-06-17,9.19
2015-06-18,6.39
2015-06-19,4.33
2015-06-20,3.06
2015-06-21,12.3
2015-06-22,21.6
2015-06-23,12.7
2015-06-24,7.38
2015-06-25,4.93
2015-06-26,4.89
2015-06-27,4.42
2015-06-28,12.6
2015-06-29,14.7
2015-06-30,10.2
2015-07-01,11
2015-07-02,14.3
2015-07-03,9.77
2015-07-04,6.56
2015-07-05,4.72
2015-07-06,3.63
2015-07-07,3
2015-07-08,2.66
2015-07-09,2.41
2015-07-10,2.73
2015-07-11,2.46
2015-07-12,1.98
2015-07-13,1.64
2015-07-14,1.89
2015-07-15,2.19
2015-07-16,1.78
2015-07-17,1.39
2015-07-18,1.2
2015-07-19,1.07
2015-07-20,0.89
2015-07-21,0.73
2015-07-22,0.64
2015-07-23,0.49
2015-07-24,0.66
2015-07-25,1.4
2015-07-26,1.03
2015-07-27,1.76
2015-07-28,3.75
2015-07-29,2.16
2015-07-30,1.43
2015-07-31,1.36
2015-08-01,1.24
2015-08-02,1.05
2015-08-03,0.98
2015-08-04,1.15
2015-08-05,0.97
2015-08-06,0.72
2015-08-07,0.7
2015-08-08,0.62
2015-08-09,0.5
2015-08-10,0.44
2015-08-11,0.95
2015-08-12,1.43
2015-08-13,0.92
2015-08-14,0.7
2015-08-15,0.63
2015-08-16,0.59
2015-08-17,0.6
2015-08-18,0.6
2015-08-19,0.51
2015-08-20,0.51
2015-08-21,0.59
2015-08-22,0.37
2015-08-23,0.42
2015-08-24,0.66
2015-08-25,0.62
2015-08-26,0.36
2015-08-27,0.14
2015-08-28,0.1
2015-08-29,0.09
2015-08-30,0.13
2015-08-31,0.14
2015-09-01,0.09
2015-09-02,0.08
2015-09-03,0.08
2015-09-04,0.03
2015-09-05,0.03
2015-09-06,0.03
2015-09-07,0.04
2015-09-08,0.04
2015-09-09,0.04
2015-09-10,0.06
2015-09-11,0.31
2015-09-12,0.12
2015-09-13,0.1
2015-09-14,0.1
2015-09-15,0.06
2015-09-16,0.05
2015-09-17,0.04
2015-09-18,0.03
2015-09-19,0.02
2015-09-20,0.03
2015-09-21,0.02
2015-09-22,0.03
2015-09-23,0.03
2015-09-24,0.01
2015-09-25,0.01
2015-09-26,0.01
2015-09-27,0
2015-09-28,0
2015-09-29,0
2015-09-30,1.78
2015-10-01,1.08
2015-10-02,1.07
2015-10-03,1.16
2015-10-04,1.01
2015-10-05,0.84
2015-10-06,0.7
2015-10-07,0.53
2015-10-08,0.43
2015-10-09,0.44
2015-10-10,0.58
2015-10-11,0.51
2015-10-12,0.47
2015-10-13,0.49
2015-10-14,0.49
2015-10-15,0.47
2015-10-16,0.36
2015-10-17,0.34
2015-10-18,0.33
2015-10-19,0.31
2015-10-20,0.36
2015-10-21,0.34
2015-10-22,0.36
2015-10-23,0.37
2015-10-24,0.33
2015-10-25,0.36
2015-10-26,0.36
2015-10-27,0.35
2015-10-28,0.74
2015-10-29,12
2015-10-30,10.7
2015-10-31,6.84
